scheme,bits,lam,op,warmup,rep,elapsed_ns,icert_len_bytes,pk_len_bytes,sk_len_bytes
gq,3072,128,iCertGen,0,63,5459300,395,384,384
gq,3072,128,SKGen,0,63,3765600,395,384,384
gq,3072,128,PKRecon,0,63,3514300,395,384,384
gq,3072,128,Setup,0,64,988800,0,384,384
gq,3072,128,iCertGen,0,64,5695000,395,384,384
gq,3072,128,SKGen,0,64,3736500,395,384,384
gq,3072,128,PKRecon,0,64,3709200,395,384,384
gq,3072,128,Setup,0,65,994300,0,384,384
gq,3072,128,iCertGen,0,65,5601500,395,384,384
gq,3072,128,SKGen,0,65,3554600,395,384,384
gq,3072,128,PKRecon,0,65,3564700,395,384,384
gq,3072,128,Setup,0,66,973800,0,384,384
gq,3072,128,iCertGen,0,66,5643000,395,384,384
gq,3072,128,SKGen,0,66,3519000,395,384,384
gq,3072,128,PKRecon,0,66,3662500,395,384,384
gq,3072,128,Setup,0,67,992800,0,384,384
gq,3072,128,iCertGen,0,67,5717100,395,384,384
gq,3072,128,SKGen,0,67,3672500,395,384,384
gq,3072,128,PKRecon,0,67,3681700,395,384,384
gq,3072,128,Setup,0,68,1000600,0,384,384
gq,3072,128,iCertGen,0,68,5542300,395,384,384
gq,3072,128,SKGen,0,68,3530000,395,384,384
gq,3072,128,PKRecon,0,68,3515300,395,384,384
gq,3072,128,Setup,0,69,1012000,0,384,384
gq,3072,128,iCertGen,0,69,5307700,395,384,384
gq,3072,128,SKGen,0,69,3310900,395,384,384
gq,3072,128,PKRecon,0,69,3321200,395,384,384
gq,3072,128,Setup,0,70,976200,0,384,384
gq,3072,128,iCertGen,0,70,5593800,395,384,384
gq,3072,128,SKGen,0,70,3513800,395,384,384
gq,3072,128,PKRecon,0,70,3525800,395,384,384
gq,3072,128,Setup,0,71,1000200,0,384,384
gq,3072,128,iCertGen,0,71,5756900,395,384,384
gq,3072,128,SKGen,0,71,3738300,395,384,384
gq,3072,128,PKRecon,0,71,3735600,395,384,384
gq,3072,128,Setup,0,72,979300,0,384,384
gq,3072,128,iCertGen,0,72,5524600,395,384,384
gq,3072,128,SKGen,0,72,3493100,395,384,384
gq,3072,128,PKRecon,0,72,3499900,395,384,384
gq,3072,128,Setup,0,73,996000,0,384,384
gq,3072,128,iCertGen,0,73,5769300,395,384,384
gq,3072,128,SKGen,0,73,3990300,395,384,384
gq,3072,128,PKRecon,0,73,3804200,395,384,384
gq,3072,128,Setup,0,74,1008700,0,384,384
gq,3072,128,iCertGen,0,74,5874900,395,384,384
gq,3072,128,SKGen,0,74,4877500,395,384,384
gq,3072,128,PKRecon,0,74,3647000,395,384,384
gq,3072,128,Setup,0,75,1053100,0,384,384
gq,3072,128,iCertGen,0,75,5954300,395,384,384
gq,3072,128,SKGen,0,75,3633300,395,384,384
gq,3072,128,PKRecon,0,75,3647200,395,384,384
gq,3072,128,Setup,0,76,1026900,0,384,384
gq,3072,128,iCertGen,0,76,5638200,395,384,384
gq,3072,128,SKGen,0,76,3596500,395,384,384
gq,3072,128,PKRecon,0,76,3628900,395,384,384
gq,3072,128,Setup,0,77,978600,0,384,384
gq,3072,128,iCertGen,0,77,5562200,395,384,384
gq,3072,128,SKGen,0,77,3533300,395,384,384
gq,3072,128,PKRecon,0,77,3576900,395,384,384
gq,3072,128,Setup,0,78,1013200,0,384,384
gq,3072,128,iCertGen,0,78,5576800,395,384,384
gq,3072,128,SKGen,0,78,3556900,395,384,384
gq,3072,128,PKRecon,0,78,3571900,395,384,384
gq,3072,128,Setup,0,79,1053600,0,384,384
gq,3072,128,iCertGen,0,79,5520100,395,384,384
gq,3072,128,SKGen,0,79,3472700,395,384,384
gq,3072,128,PKRecon,0,79,4244600,395,384,384
gq,3072,128,Setup,0,80,1254500,0,384,384
gq,3072,128,iCertGen,0,80,6729800,395,384,384
gq,3072,128,SKGen,0,80,4598900,395,384,384
gq,3072,128,PKRecon,0,80,4339200,395,384,384
gq,3072,128,Setup,0,81,1242700,0,384,384
