scheme,bits,lam,op,warmup,rep,elapsed_ns,icert_len_bytes
bls,2048,128,SKGen,0,177,61300,59
bls,2048,128,PKRecon,0,177,40300100,59
bls,2048,128,iCertGen,0,178,19824700,59
bls,2048,128,SKGen,0,178,57100,59
bls,2048,128,PKRecon,0,178,38470700,59
bls,2048,128,iCertGen,0,179,19846100,59
bls,2048,128,SKGen,0,179,56200,59
bls,2048,128,PKRecon,0,179,37179400,59
bls,2048,128,iCertGen,0,180,20083200,59
bls,2048,128,SKGen,0,180,62900,59
bls,2048,128,PKRecon,0,180,37023600,59
bls,2048,128,iCertGen,0,181,19753500,59
bls,2048,128,SKGen,0,181,58700,59
bls,2048,128,PKRecon,0,181,37778000,59
bls,2048,128,iCertGen,0,182,19399200,59
bls,2048,128,SKGen,0,182,54800,59
bls,2048,128,PKRecon,0,182,35807600,59
bls,2048,128,iCertGen,0,183,19190500,59
bls,2048,128,SKGen,0,183,57400,59
bls,2048,128,PKRecon,0,183,38146800,59
bls,2048,128,iCertGen,0,184,19832800,59
bls,2048,128,SKGen,0,184,56700,59
bls,2048,128,PKRecon,0,184,37506300,59
bls,2048,128,iCertGen,0,185,19826300,59
bls,2048,128,SKGen,0,185,56000,59
bls,2048,128,PKRecon,0,185,36526900,59
bls,2048,128,iCertGen,0,186,20429500,59
bls,2048,128,SKGen,0,186,59300,59
bls,2048,128,PKRecon,0,186,39402400,59
bls,2048,128,iCertGen,0,187,19872000,59
bls,2048,128,SKGen,0,187,58400,59
bls,2048,128,PKRecon,0,187,37722400,59
bls,2048,128,iCertGen,0,188,20457400,59
bls,2048,128,SKGen,0,188,55400,59
bls,2048,128,PKRecon,0,188,38430900,59
bls,2048,128,iCertGen,0,189,20324000,59
bls,2048,128,SKGen,0,189,56400,59
bls,2048,128,PKRecon,0,189,38960600,59
bls,2048,128,iCertGen,0,190,20297600,59
bls,2048,128,SKGen,0,190,58100,59
bls,2048,128,PKRecon,0,190,39408500,59
bls,2048,128,iCertGen,0,191,19893900,59
bls,2048,128,SKGen,0,191,54100,59
bls,2048,128,PKRecon,0,191,37353300,59
bls,2048,128,iCertGen,0,192,20509500,59
bls,2048,128,SKGen,0,192,55400,59
bls,2048,128,PKRecon,0,192,38432500,59
bls,2048,128,iCertGen,0,193,19337500,59
bls,2048,128,SKGen,0,193,59500,59
bls,2048,128,PKRecon,0,193,39088600,59
bls,2048,128,iCertGen,0,194,20060100,59
bls,2048,128,SKGen,0,194,59200,59
bls,2048,128,PKRecon,0,194,39869500,59
bls,2048,128,iCertGen,0,195,20185200,59
bls,2048,128,SKGen,0,195,58400,59
bls,2048,128,PKRecon,0,195,38221000,59
bls,2048,128,iCertGen,0,196,19506400,59
bls,2048,128,SKGen,0,196,65100,59
bls,2048,128,PKRecon,0,196,41525900,59
bls,2048,128,iCertGen,0,197,20270700,59
bls,2048,128,SKGen,0,197,55800,59
bls,2048,128,PKRecon,0,197,37772300,59
bls,2048,128,iCertGen,0,198,19771600,59
bls,2048,128,SKGen,0,198,56300,59
bls,2048,128,PKRecon,0,198,36783100,59
bls,2048,128,iCertGen,0,199,19780900,59
bls,2048,128,SKGen,0,199,56800,59
bls,2048,128,PKRecon,0,199,37562100,59
